h_pos,v_pos
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.31,-0.81
2.3,-0.81
2.3,-0.81
2.3,-0.81
2.31,-0.8
2.3,-0.81
2.29,-0.83
2.26,-0.86
2.23,-0.9
2.2,-0.93
2.16,-0.98
2.11,-1.03
2.06,-1.09
2.0,-1.16
1.93,-1.23
1.85,-1.31
1.76,-1.41
1.65,-1.52
1.53,-1.65
1.42,-1.76
1.23,-1.98
1.32,-1.83
1.27,-1.91
1.24,-1.93
1.22,-1.88
1.23,-1.9
1.25,-1.87
1.29,-1.84
1.34,-1.79
1.39,-1.74
1.37,-1.78
1.4,-1.69
1.49,-1.64
1.56,-1.59
1.61,-1.54
1.64,-1.53
1.64,-1.53
1.64,-1.53
1.63,-1.54
1.61,-1.56
1.6,-1.57
1.58,-1.58
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
1.58,-1.59
