h_pos,v_pos
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.36,-0.76
2.37,-0.76
2.36,-0.76
2.38,-0.74
2.36,-0.76
2.35,-0.78
2.35,-0.78
2.31,-0.82
2.29,-0.85
2.26,-0.89
2.23,-0.92
2.19,-0.97
2.15,-1.02
2.09,-1.07
2.03,-1.13
1.97,-1.21
1.89,-1.28
1.81,-1.38
1.69,-1.49
1.58,-1.61
1.46,-1.73
1.37,-1.82
1.29,-1.89
1.25,-1.93
1.23,-1.9
1.23,-1.92
1.24,-1.9
1.28,-1.87
1.32,-1.83
1.38,-1.77
1.44,-1.71
1.51,-1.64
1.58,-1.58
1.62,-1.54
1.64,-1.53
1.64,-1.53
1.63,-1.54
1.62,-1.55
1.61,-1.57
1.59,-1.59
1.57,-1.6
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.62
1.55,-1.63
