Timestamp,black_x,black_y,yellow_x,yellow_y
1727469088.5652092,-8.82,-9.32,10.47,-9.95
1727469088.594985,-8.82,-9.32,10.45,-9.95
1727469088.6295161,-8.82,-9.32,10.47,-9.95
1727469088.658478,-8.81,-9.32,10.47,-9.95
1727469088.699615,-8.82,-9.32,10.47,-9.95
1727469088.728849,-8.82,-9.32,10.48,-9.97
1727469088.7580512,-8.82,-9.32,10.48,-9.95
1727469088.7987998,-8.82,-9.32,10.48,-9.95
1727469088.823047,-8.82,-9.32,10.47,-9.95
1727469088.8911061,-8.82,-9.32,10.47,-9.95
1727469088.920521,-8.82,-9.32,10.47,-9.95
1727469088.96563,-8.82,-9.32,10.47,-9.95
1727469088.989593,-8.82,-9.32,10.48,-9.95
1727469089.024974,-8.82,-9.32,10.47,-9.95
1727469089.054373,-8.82,-9.32,10.48,-9.95
1727469089.0900621,-8.82,-9.32,10.48,-9.95
1727469089.1194408,-8.82,-9.32,10.47,-9.95
1727469089.153941,-8.82,-9.32,10.48,-9.95
1727469089.1891851,-8.82,-9.32,10.47,-9.95
1727469089.2185972,-8.82,-9.32,10.47,-9.94
1727469089.253577,-8.81,-9.32,10.45,-9.95
1727469089.288419,-8.82,-9.32,10.47,-9.95
1727469089.3175979,-8.82,-9.32,10.48,-9.95
1727469089.34791,-8.82,-9.32,10.47,-9.95
1727469089.387794,-8.82,-9.32,10.47,-9.95
1727469089.431263,-8.81,-9.32,10.47,-9.95
1727469089.4624069,-8.81,-9.32,10.48,-9.95
1727469089.524412,-8.82,-9.32,10.47,-9.95
1727469089.556302,-8.82,-9.32,10.45,-9.95
1727469089.590868,-8.82,-9.32,10.47,-9.95
1727469089.6362891,-8.82,-9.32,10.48,-9.95
1727469089.68114,-8.82,-9.32,10.47,-9.95
1727469089.716233,-8.82,-9.32,10.47,-9.95
1727469089.745162,-8.82,-9.32,10.47,-9.95
1727469089.7855308,-8.82,-9.32,10.47,-9.95
1727469089.815048,-8.81,-9.32,10.48,-9.95
1727469089.849698,-8.81,-9.32,10.47,-9.95
1727469089.879373,-8.82,-9.32,10.48,-9.95
1727469089.914476,-8.82,-9.32,10.48,-9.95
1727469089.94895,-8.82,-9.32,10.48,-9.95
1727469089.979092,-8.82,-9.32,10.48,-9.95
1727469090.015504,-8.82,-9.32,10.47,-9.95
1727469090.0513742,-8.82,-9.32,10.47,-9.95
1727469090.080137,-8.82,-9.32,10.47,-9.95
1727469090.1103811,-8.82,-9.32,10.45,-9.95
1727469090.177641,-8.82,-9.32,10.47,-9.94
1727469090.212978,-8.82,-9.32,10.48,-9.95
1727469090.246888,-8.82,-9.32,10.47,-9.95
1727469090.277178,-8.82,-9.32,10.48,-9.95
1727469090.312041,-8.82,-9.32,10.47,-9.95
1727469090.3366258,-8.82,-9.32,10.47,-9.95
1727469090.3720279,-8.81,-9.32,10.48,-9.95
1727469090.408952,-8.82,-9.32,10.48,-9.95
1727469090.449285,-8.82,-9.32,10.47,-9.95
1727469090.477987,-8.82,-9.32,10.47,-9.95
1727469090.512833,-8.82,-9.32,10.47,-9.95
1727469090.542996,-8.82,-9.32,10.45,-9.95
1727469090.572236,-8.82,-9.32,10.48,-9.95
1727469090.612774,-8.82,-9.32,10.47,-9.95
1727469090.637568,-8.82,-9.32,10.48,-9.95
1727469090.671999,-8.82,-9.32,10.48,-9.95
1727469090.7074602,-8.82,-9.32,10.48,-9.95
1727469090.742916,-8.82,-9.32,10.47,-9.95
1727469090.77149,-8.82,-9.32,10.48,-9.95
1727469090.8066041,-8.82,-9.32,10.48,-9.95
1727469090.841254,-8.82,-9.32,10.47,-9.95
1727469090.8719912,-8.82,-9.32,10.48,-9.97
1727469090.906921,-8.82,-9.32,10.48,-9.95
1727469090.976843,-8.82,-9.32,10.47,-9.95
1727469091.0012622,-8.82,-9.32,10.47,-9.95
1727469091.0362382,-8.82,-9.32,10.47,-9.95
1727469091.071701,-8.82,-9.32,10.47,-9.95
1727469091.101426,-8.81,-9.32,10.47,-9.95
1727469091.137734,-8.82,-9.32,10.48,-9.95
1727469091.17189,-8.82,-9.32,10.47,-9.95
1727469091.195929,-8.81,-9.32,10.48,-9.95
1727469091.23697,-8.82,-9.32,10.47,-9.95
1727469091.27221,-8.82,-9.32,10.45,-9.95
1727469091.3017678,-8.82,-9.32,10.47,-9.94
1727469091.335978,-8.82,-9.32,10.47,-9.95
1727469091.3663669,-8.82,-9.32,10.45,-9.94
1727469091.4013922,-8.82,-9.32,10.48,-9.95
1727469091.43036,-8.81,-9.32,10.48,-9.94
1727469091.465895,-8.82,-9.32,10.48,-9.95
1727469091.4949691,-8.82,-9.32,10.48,-9.95
1727469091.530006,-8.82,-9.32,10.47,-9.95
1727469091.566884,-8.82,-9.32,10.48,-9.94
1727469091.595093,-8.82,-9.32,10.47,-9.97
1727469091.6307049,-8.82,-9.32,10.47,-9.94
1727469091.660074,-8.81,-9.32,10.47,-9.95
1727469091.695007,-8.82,-9.32,10.48,-9.95
1727469091.72432,-8.92,-9.32,10.47,-9.95
1727469091.765955,-9.32,-9.29,10.48,-9.95
1727469091.794977,-9.32,-9.29,10.55,-10.08
1727469091.824042,-9.34,-9.29,11.03,-11.0
1727469091.8639429,-9.34,-9.29,11.45,-11.82
1727469091.887777,-9.34,-9.29,11.44,-11.76
1727469091.928978,-9.32,-9.29,11.42,-11.76
1727469091.9648352,-9.34,-9.29,11.42,-11.74
1727469091.9875991,-9.32,-9.29,11.42,-11.73
1727469092.0285308,-9.34,-9.29,11.42,-11.73
1727469092.063461,-9.34,-9.29,11.4,-11.73
1727469092.0926778,-9.34,-9.29,11.4,-11.73
